0,0
0,1
1,2
2,2
3,2
4,2
5,2
6,2
6,3
6,4
7,4
8,4
9,4
10,4
11,5
12,6
13,6
14,6
15,6
16,6
17,6
17,7
17,8
17,9
17,10
17,11
17,12
17,13
17,14
17,15
17,16
17,17
17,18
17,19
17,20
17,21
17,22
17,23
17,24
17,25
17,26
17,27
17,28
17,29
17,30
17,31
17,32
17,33
17,34
18,34
19,35
20,35
20,36
20,37
21,37
22,37
23,37
24,37
25,37
26,37
27,37
28,37
29,37
30,37
31,37
32,37
33,37
34,37
35,37
36,37
37,38
38,38
39,38
40,39
41,39
42,39
43,39
44,39
45,39
46,39
47,40
47,41
47,42
47,43
47,44
47,45
47,46
47,47
47,48
47,49
47,50
47,51
47,52
47,53
47,54
47,55
47,56
47,57
48,57
49,57
50,57
51,57
52,57
53,57
54,57
